#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP
Escherichia coli	MRE600	19668	SAMN04395032 	PRJNA308372	Proteobacteria	Gammaproteobacteria	GCA_001542675.2 	4.9808	50.8073	chromosome:NZ_CP014197.1/CP014197.1; plasmid pColE1-MRE600:NZ_CP014198.2/CP014198.2; plasmid pMRE600-1:NZ_CP014199.1/CP014199.1; plasmid pMRE600-2:NZ_CP014200.1/CP014200.1	-	4	5415	4583	2016/01/29	2017/08/08	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/675/GCF_001542675.2_ASM154267v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/675/GCA_001542675.2_ASM154267v2
Escherichia coli str. K-12 substr. MG1655	K-12 substr. MG1655	19668	SAMN04403366 	PRJNA308372	Proteobacteria	Gammaproteobacteria	GCA_001544635.1 	4.65963	50.8	chromosome:NZ_CP014225.1/CP014225.1	-	1	4807	4481	2016/02/02	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/544/635/GCF_001544635.1_ASM154463v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/544/635/GCA_001544635.1_ASM154463v1
Escherichia coli O157:H7	JEONG-1266	19668	SAMN04191546 	PRJNA322195	Proteobacteria	Gammaproteobacteria	GCA_001558995.2 	5.57459	50.457	chromosome complete:NZ_CP014314.1/CP014314.1; plasmid p0157:NZ_CP015816.1/CP015816.1	-	2	5952	5515	2016/02/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/995/GCF_001558995.2_ASM155899v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/995/GCA_001558995.2_ASM155899v2
Escherichia coli B	C2566	19668	SAMN04435507 	PRJNA309539	Proteobacteria	Gammaproteobacteria	GCA_001559615.2 	4.47896	50.8	chromosome:NZ_CP014268.2/CP014268.2	-	1	4622	4258	2016/02/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/615/GCF_001559615.2_ASM155961v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/615/GCA_001559615.2_ASM155961v2
Escherichia coli B	C3029	19668	SAMN04435508 	PRJNA309540	Proteobacteria	Gammaproteobacteria	GCA_001559635.1 	4.56919	50.8	chromosome:NZ_CP014269.1/CP014269.1	-	1	4774	4383	2016/02/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/635/GCF_001559635.1_ASM155963v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/635/GCA_001559635.1_ASM155963v1
Escherichia coli K-12	DHB4	19668	SAMN04435497 	PRJNA309536	Proteobacteria	Gammaproteobacteria	GCA_001559655.1 	4.7798	50.6854	chromosome:NZ_CP014270.1/CP014270.1; plasmid F128-(DHB4):NZ_CP014271.1/CP014271.1	-	2	4957	4597	2016/02/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/655/GCF_001559655.1_ASM155965v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/655/GCA_001559655.1_ASM155965v1
Escherichia coli K-12	C3026	19668	SAMN04435499 	PRJNA309537	Proteobacteria	Gammaproteobacteria	GCA_001559675.1 	4.95918	50.7569	chromosome:NZ_CP014272.1/CP014272.1; plasmid F128-(C3026):NZ_CP014273.1/CP014273.1	-	2	5218	4828	2016/02/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/675/GCF_001559675.1_ASM155967v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/675/GCA_001559675.1_ASM155967v1
Escherichia coli str. K-12 substr. MG1655	JW5437-1 substr. MG1655	19668	SAMN04393382 	PRJNA306781	Proteobacteria	Gammaproteobacteria	GCA_001566335.1 	4.65754	50.8	chromosome:NZ_CP014348.1/CP014348.1	-	1	4817	4482	2016/02/23	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/335/GCF_001566335.1_ASM156633v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/335/GCA_001566335.1_ASM156633v1
Escherichia coli	SaT040	19668	SAMN04381849 	PRJNA307507	Proteobacteria	Gammaproteobacteria	GCA_001566615.1 	5.17604	50.6088	chromosome:NZ_CP014495.1/CP014495.1; plasmid pSaT040:NZ_CP014496.1/CP014496.1	-	2	5384	5027	2016/02/23	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/615/GCF_001566615.1_ASM156661v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/615/GCA_001566615.1_ASM156661v1
Escherichia coli	G749	19668	SAMN04381851 	PRJNA307507	Proteobacteria	Gammaproteobacteria	GCA_001566635.1 	5.21997	50.575	chromosome:NZ_CP014488.1/CP014488.1; plasmid pG749_1:NZ_CP014489.1/CP014489.1; plasmid pG749_2:NZ_CP014490.1/CP014490.1; plasmid pG749_3:NZ_CP014491.1/CP014491.1	-	4	5428	5073	2016/02/23	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/635/GCF_001566635.1_ASM156663v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/635/GCA_001566635.1_ASM156663v1
Escherichia coli	MVAST0167	19668	SAMN04381852 	PRJNA307507	Proteobacteria	Gammaproteobacteria	GCA_001566655.1 	5.01424	50.8033	chromosome:NZ_CP014492.1/CP014492.1; plasmid pMVAST0167_1:NZ_CP014493.1/CP014493.1; plasmid pMVAST0167_2:NZ_CP014494.1/CP014494.1	-	3	5210	4626	2016/02/23	2017/08/08	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/655/GCF_001566655.1_ASM156665v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/655/GCA_001566655.1_ASM156665v1
Escherichia coli	ZH193	19668	SAMN04381846 	PRJNA307507	Proteobacteria	Gammaproteobacteria	GCA_001566675.1 	5.25638	50.9077	chromosome:NZ_CP014497.1/CP014497.1; plasmid pZH193:NZ_CP014498.1/CP014498.1	-	2	5521	5111	2016/02/23	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/675/GCF_001566675.1_ASM156667v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/675/GCA_001566675.1_ASM156667v1
Escherichia coli	ZH063	19668	SAMN04381853 	PRJNA307507	Proteobacteria	Gammaproteobacteria	GCA_001577325.1 	5.19705	50.718	chromosome:NZ_CP014522.1/CP014522.1; plasmid pZH063_1:NZ_CP014523.1/CP014523.1; plasmid pZH063_2:NZ_CP014524.1/CP014524.1	-	3	5415	5046	2016/02/29	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/325/GCF_001577325.1_ASM157732v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/325/GCA_001577325.1_ASM157732v1
Escherichia coli JJ1887	JJ1887	19668	SAMN04481707 	PRJNA311313	Proteobacteria	Gammaproteobacteria	GCA_001593565.1 	5.33152	50.8177	chromosome:NZ_CP014316.1/CP014316.1; plasmid pJJ1887-1:NZ_CP014317.1/CP014317.1; plasmid pJJ1887-2:NZ_CP014318.1/CP014318.1; plasmid pJJ1887-3:NZ_CP014319.1/CP014319.1; plasmid pJJ1887-4:NZ_CP014321.1/CP014321.1; plasmid pJJ1887-5:NZ_CP014320.1/CP014320.1	-	6	5615	5220	2016/03/17	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/565/GCF_001593565.1_ASM159356v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/565/GCA_001593565.1_ASM159356v1
Escherichia coli str. Sanji	Sanji	19668	SAMN02580208 	PRJNA232611	Proteobacteria	Gammaproteobacteria	GCA_001610755.1 	5.42859	50.4704	chromosome:NZ_CP011061.1/CP011061.1; plasmid pSJ_2:NZ_CP011067.1/CP011067.1; plasmid pSJ_255:NZ_CP011062.1/CP011062.1; plasmid pSJ_3:NZ_CP011066.1/CP011066.1; plasmid pSJ_82:NZ_CP011065.1/CP011065.1; plasmid pSJ_94:NZ_CP011064.1/CP011064.1; plasmid pSJ_98:NZ_CP011063.1/CP011063.1	-	7	5690	5254	2016/04/05	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/755/GCF_001610755.1_ASM161075v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/755/GCA_001610755.1_ASM161075v1
Escherichia coli	28RC1	19668	SAMN04202540 	PRJNA299666	Proteobacteria	Gammaproteobacteria	GCA_001612475.1 	5.6431	50.5639	chromosome:NZ_CP015020.1/CP015020.1; plasmid p28RC1:NZ_CP015021.1/CP015021.1	-	2	6020	5567	2016/04/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/475/GCF_001612475.1_ASM161247v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/475/GCA_001612475.1_ASM161247v1
Escherichia coli	SRCC 1675	19668	SAMN04202539 	PRJNA299765	Proteobacteria	Gammaproteobacteria	GCA_001612495.1 	5.60197	50.5524	chromosome:NZ_CP015023.1/CP015023.1; plasmid pSRCC 1675:NZ_CP015022.1/CP015022.1	-	2	5999	5576	2016/04/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/495/GCF_001612495.1_ASM161249v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/495/GCA_001612495.1_ASM161249v1
Escherichia coli	Ecol_732	19668	SAMN04621897 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_001617565.1 	5.41829	50.9191	chromosome:NZ_CP015138.1/CP015138.1; plasmid pEC732_2:NZ_CP015140.1/CP015140.1; plasmid pEC732_3:NZ_CP015141.1/CP015141.1; plasmid pEC732_4:NZ_CP015142.1/CP015142.1; plasmid pEC732_5:NZ_CP015143.1/CP015143.1; plasmid pEC732_6:NZ_CP015144.1/CP015144.1; plasmid pEC732_IMP14:NZ_CP015139.1/CP015139.1	-	7	5712	5322	2016/04/08	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/617/565/GCF_001617565.1_ASM161756v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/617/565/GCA_001617565.1_ASM161756v1
Escherichia coli	Ecol_743	19668	SAMN04590096 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_001618325.1 	5.14009	50.7938	chromosome:NZ_CP015069.1/CP015069.1; plasmid pEC743_1:NZ_CP015070.1/CP015070.1; plasmid pEC745_3:NZ_CP015072.1/CP015072.1; plasmid pEC745_4:NZ_CP015073.1/CP015073.1; plasmid pEC745_OXA48:NZ_CP015071.1/CP015071.1	-	5	5320	4931	2016/04/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/325/GCF_001618325.1_ASM161832v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/325/GCA_001618325.1_ASM161832v1
Escherichia coli	Ecol_745	19668	SAMN04590095 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_001618345.2 	5.04091	50.805	chromosome:NZ_CP015074.2/CP015074.2; plasmid pEC745_OXA48:NZ_CP015075.2/CP015075.2	-	2	5207	4866	2016/04/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/345/GCF_001618345.2_ASM161834v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/345/GCA_001618345.2_ASM161834v2
Escherichia coli	Ecol_448	19668	SAMN04590097 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_001618365.1 	5.2123	50.7445	chromosome:NZ_CP015076.1/CP015076.1; plasmid pEC448_1:NZ_CP015077.1/CP015077.1; plasmid pEC448_OXA163:NZ_CP015078.1/CP015078.1	-	3	5446	5021	2016/04/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/365/GCF_001618365.1_ASM161836v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/365/GCA_001618365.1_ASM161836v1
Escherichia coli	2011C-3911	19668	SAMN04851092 	PRJNA218110	Proteobacteria	Gammaproteobacteria	GCA_001644725.1 	4.98958	50.8849	chromosome:NZ_CP015240.1/CP015240.1; plasmid unnamed1:NZ_CP015239.1/CP015239.1	-	2	5154	4834	2016/05/16	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/725/GCF_001644725.1_ASM164472v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/725/GCA_001644725.1_ASM164472v1
Escherichia coli	2013C-4465	19668	SAMN04851091 	PRJNA218110	Proteobacteria	Gammaproteobacteria	GCA_001644745.1 	5.49497	50.382	chromosome:NZ_CP015241.1/CP015241.1; plasmid unnamed1:NZ_CP015242.1/CP015242.1	-	2	5756	5333	2016/05/16	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/745/GCF_001644745.1_ASM164474v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/745/GCA_001644745.1_ASM164474v1
Escherichia coli O157	180-PT54	19668	SAMN05007044 	PRJNA321984	Proteobacteria	Gammaproteobacteria	GCA_001650275.1 	5.75019	50.4326	chromosome:NZ_CP015832.1/CP015832.1; plasmid unnamed:NZ_CP015833.1/CP015833.1	-	2	6133	5654	2016/05/24	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/650/275/GCF_001650275.1_ASM165027v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/650/275/GCA_001650275.1_ASM165027v1
Escherichia coli O157	644-PT8	19668	SAMN05007045 	PRJNA321984	Proteobacteria	Gammaproteobacteria	GCA_001650295.1 	5.83121	50.5	chromosome:NZ_CP015831.1/CP015831.1	-	1	6284	5745	2016/05/24	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/650/295/GCF_001650295.1_ASM165029v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/650/295/GCA_001650295.1_ASM165029v1
Escherichia coli O157:H7	FRIK2069	19668	SAMN04191551 	PRJNA322195	Proteobacteria	Gammaproteobacteria	GCA_001651925.2 	5.74083	50.4584	chromosome:NZ_CP015846.1/CP015846.1; plasmid p0157:NZ_CP015847.2/CP015847.2	-	2	6200	5728	2016/05/25	2017/08/17	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/925/GCF_001651925.2_ASM165192v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/925/GCA_001651925.2_ASM165192v2
Escherichia coli O157:H7	FRIK2533	19668	SAMN04191553 	PRJNA322195	Proteobacteria	Gammaproteobacteria	GCA_001651945.1 	5.64522	50.5	chromosome:NZ_CP015842.1/CP015842.1	-	1	6080	5621	2016/05/25	2017/08/17	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/945/GCF_001651945.1_ASM165194v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/945/GCA_001651945.1_ASM165194v1
Escherichia coli O157:H7	FRIK2455	19668	SAMN04531998 	PRJNA322195	Proteobacteria	Gammaproteobacteria	GCA_001651965.2 	5.77552	50.3956	chromosome:NZ_CP015843.2/CP015843.2; plasmid p35K:NZ_CP015845.2/CP015845.2; plasmid pO157:NZ_CP015844.2/CP015844.2	-	3	6241	5761	2016/05/25	2017/08/12	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/965/GCF_001651965.2_ASM165196v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/965/GCA_001651965.2_ASM165196v2
Escherichia coli	S51	19668	SAMN05190012 	PRJNA323827	Proteobacteria	Gammaproteobacteria	GCA_001660565.1 	5.18616	50.6301	chromosome:NZ_CP015995.1/CP015995.1; plasmid pS51_1:NZ_CP015996.1/CP015996.1; plasmid pS51_2:NZ_CP015997.1/CP015997.1	-	3	5480	5079	2016/06/09	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/565/GCF_001660565.1_ASM166056v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/565/GCA_001660565.1_ASM166056v1
Escherichia coli	NGF1	19668	SAMN05194365 	PRJNA324008	Proteobacteria	Gammaproteobacteria	GCA_001660585.1 	5.07482	50.6194	chromosome:NZ_CP016007.1/CP016007.1; plasmid pNGF1_pCROD2_like:NZ_CP016008.1/CP016008.1; plasmid pNGF1_pCol_let_like:NZ_CP016009.1/CP016009.1	-	3	5156	4837	2016/06/09	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/585/GCF_001660585.1_ASM166058v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/585/GCA_001660585.1_ASM166058v1
Escherichia coli	ER1821R	19668	SAMN05210771 	PRJNA324607	Proteobacteria	Gammaproteobacteria	GCA_001663075.1 	4.59558	50.8	chromosome:NZ_CP016018.1/CP016018.1	-	1	4730	4403	2016/06/15	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/075/GCF_001663075.1_ASM166307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/075/GCA_001663075.1_ASM166307v1
Escherichia coli	Eco889	19668	SAMN03455974 	PRJNA279654	Proteobacteria	Gammaproteobacteria	GCA_001663475.1 	5.31246	50.717	chromosome:NZ_CP015159.1/CP015159.1; plasmid pECO-93a:NZ_CP015161.1/CP015161.1; plasmid pECO-fce:NZ_CP015160.1/CP015160.1	-	3	5596	5217	2016/06/16	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/475/GCF_001663475.1_ASM166347v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/475/GCA_001663475.1_ASM166347v1
Escherichia coli	ECONIH2	19668	SAMN03455931 	PRJNA279612	Proteobacteria	Gammaproteobacteria	GCA_001675145.1 	5.33188	50.4894	chromosome:NZ_CP014667.1/CP014667.1; plasmid pECO-bc6:NZ_CP014668.1/CP014668.1; plasmid pKpQIL-571:NZ_CP014669.1/CP014669.1	-	3	5505	5149	2016/06/22	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/675/145/GCF_001675145.1_ASM167514v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/145/GCA_001675145.1_ASM167514v1
Escherichia coli	06-00048	19668	SAMN02808332 	PRJNA241122	Proteobacteria	Gammaproteobacteria	GCA_001677475.1 	5.7123	50.4203	chromosome:NZ_CP015229.1/CP015229.1; plasmid pCFSAN004178P_02:NZ_CP012498.1/CP012498.1	-	2	5982	5524	2016/07/01	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/475/GCF_001677475.1_ASM167747v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/677/475/GCA_001677475.1_ASM167747v1
Escherichia coli	09-00049	19668	SAMN02808333 	PRJNA241122	Proteobacteria	Gammaproteobacteria	GCA_001677495.1 	5.51185	50.5202	chromosome:NZ_CP015228.1/CP015228.1; plasmid pCFSAN004180G:NZ_CP012500.1/CP012500.1	-	2	5865	5465	2016/07/01	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/495/GCF_001677495.1_ASM167749v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/677/495/GCA_001677495.1_ASM167749v1
Escherichia coli	08-00022	19668	SAMN02688213 	PRJNA241122	Proteobacteria	Gammaproteobacteria	GCA_001677515.1 	5.45618	50.6313	chromosome:NZ_CP013662.1/CP013662.1; plasmid pCFSAN004179G:NZ_CP012501.1/CP012501.1	-	2	5777	5301	2016/07/01	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/515/GCF_001677515.1_ASM167751v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/677/515/GCA_001677515.1_ASM167751v1
Escherichia coli	H1827/12	19668	SAMN03768474 	PRJNA286318	Proteobacteria	Gammaproteobacteria	GCA_001678925.1 	4.73149	50.8	chromosome:NZ_CP013031.1/CP013031.1	-	1	4921	4549	2016/07/05	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/925/GCF_001678925.1_ASM167892v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/678/925/GCA_001678925.1_ASM167892v1
Escherichia coli	GB089	19668	SAMN02688215 	PRJNA241122	Proteobacteria	Gammaproteobacteria	GCA_001678965.1 	5.45741	50.6153	chromosome:NZ_CP013663.1/CP013663.1; plasmid pCFSAN004181P:NZ_CP012499.1/CP012499.1	-	2	5790	5404	2016/07/05	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/965/GCF_001678965.1_ASM167896v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/678/965/GCA_001678965.1_ASM167896v1
Escherichia coli	210205630	19668	SAMN05177221 	PRJNA323357	Proteobacteria	Gammaproteobacteria	GCA_001679985.1 	5.42419	50.6015	chromosome:NZ_CP015912.1/CP015912.1; plasmid pSLy1:NZ_CP015913.1/CP015913.1; plasmid pSLy2:NZ_CP015914.1/CP015914.1; plasmid pSLy3:NZ_CP015915.1/CP015915.1; plasmid pSLy4:NZ_CP015916.1/CP015916.1; plasmid pSLy5:NZ_CP015917.1/CP015917.1	-	6	5691	5294	2016/07/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/985/GCF_001679985.1_ASM167998v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/985/GCA_001679985.1_ASM167998v1
Escherichia coli	EC590	19668	SAMN05252777 	PRJNA325730	Proteobacteria	Gammaproteobacteria	GCA_001682305.2 	4.6177	50.8	chromosome:NZ_CP016182.2/CP016182.2	-	1	4762	4353	2016/07/08	2017/04/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/305/GCF_001682305.2_ASM168230v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/682/305/GCA_001682305.2_ASM168230v2
Escherichia coli	K-15KW01	19668	SAMN05291917 	PRJNA326753	Proteobacteria	Gammaproteobacteria	GCA_001683435.1 	5.15464	50.4	chromosome:NZ_CP016358.1/CP016358.1	-	1	5271	4928	2016/07/11	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/435/GCF_001683435.1_ASM168343v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/435/GCA_001683435.1_ASM168343v1
Escherichia coli	UPEC 26-1	19668	SAMN05392487 	PRJNA329167	Proteobacteria	Gammaproteobacteria	GCA_001693315.1 	5.32975	50.5312	chromosome:NZ_CP016497.1/CP016497.1; plasmid unnamed1:NZ_CP016498.1/CP016498.1	-	2	5545	5159	2016/07/25	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/315/GCF_001693315.1_ASM169331v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/315/GCA_001693315.1_ASM169331v1
Escherichia coli	O177:H21	19668	SAMN05407982 	PRJNA329265	Proteobacteria	Gammaproteobacteria	GCA_001693635.1 	5.49488	50.3712	chromosome:NZ_CP016546.1/CP016546.1; plasmid unnamed1:NZ_CP016547.1/CP016547.1; plasmid unnamed2:NZ_CP016548.1/CP016548.1; plasmid unnamed3:NZ_CP016549.1/CP016549.1; plasmid unnamed4:NZ_CP016550.1/CP016550.1; plasmid unnamed5:NZ_CP016551.1/CP016551.1	-	6	5882	5300	2016/07/26	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/635/GCF_001693635.1_ASM169363v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/635/GCA_001693635.1_ASM169363v1
Escherichia coli O157:H7	FRIK944	19668	SAMN04510563 	PRJNA322195	Proteobacteria	Gammaproteobacteria	GCA_001695515.1 	5.8662	50.5576	chromosome:NZ_CP016625.1/CP016625.1; plasmid p0157:NZ_CP016626.1/CP016626.1	-	2	6355	5873	2016/07/27	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/695/515/GCF_001695515.1_ASM169551v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/695/515/GCA_001695515.1_ASM169551v1
Escherichia coli	FORC_028	19668	SAMN04026657 	PRJNA294502	Proteobacteria	Gammaproteobacteria	GCA_001721125.1 	5.7044	50.6	chromosome:NZ_CP012693.1/CP012693.1	-	1	6174	5740	2016/09/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/125/GCF_001721125.1_ASM172112v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/125/GCA_001721125.1_ASM172112v1
Escherichia coli	CFSAN004177	19668	SAMN02688214 	PRJNA241122	Proteobacteria	Gammaproteobacteria	GCA_001721205.1 	5.37457	50.4077	chromosome:NZ_CP014670.1/CP014670.1; plasmid pCFSAN004177G_03:NZ_CP012494.1/CP012494.1; plasmid pCFSAN004177P_01:NZ_CP012496.1/CP012496.1; plasmid pCFSAN004177P_02:NZ_CP012495.1/CP012495.1	-	4	5737	4966	2016/09/07	2017/08/08	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/205/GCF_001721205.1_ASM172120v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/205/GCA_001721205.1_ASM172120v1
Escherichia coli	CFSAN004176	19668	SAMN02688212 	PRJNA241122	Proteobacteria	Gammaproteobacteria	GCA_001721225.1 	5.37647	50.4098	chromosome:NZ_CP014583.1/CP014583.1; plasmid pCFSAN004176G_02:NZ_CP012493.1/CP012493.1; plasmid pCFSAN004176P_01:NZ_CP012492.1/CP012492.1; plasmid pCFSAN004176P_03:NZ_CP012491.1/CP012491.1	-	4	5738	5147	2016/09/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/225/GCF_001721225.1_ASM172122v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/225/GCA_001721225.1_ASM172122v1
